ann_term	sum	annotation
PF16578	16	Interleukin 17 receptor D
PF16579	47	Adenylate sensor of SNF1-like protein kinase
PF16582	5	Middle domain of thiamine pyrophosphate
PF16588	2	C2H2 zinc-finger
PF16589	252	BRCT domain, a BRCA1 C-terminus domain
PF16590	19	Exocrine gland-secreting peptide
PF16594	8	Putative AtpZ or ATP-synthase-associated
PF16596	20	Disordered region downstream of MFMR
PF16597	23	Thyroglobulin_1 repeat associated disordered domain
PF16598	12	Linker region of enhancer of mRNA-decapping protein 3
PF16599	12	Unstructured linker region on PTN13 protein between PDZ
PF16600	19	Caskin1 CASK-interaction domain
PF16601	11	Rabosyn-5 repeating NPF sequence-motif
PF16602	12	Linker region of USP19 deubiquitinase
PF16605	14	LSM-interacting associated unstructured
PF16606	12	Unstructured conserved, between two C2H2-type zinc-fingers
PF16607	13	Phosphorylation region of CYLD, unstructured
PF16608	53	TNRC6-PABC binding domain
PF16609	41	SH3-RhoGEF linking unstructured region
PF16610	15	Unstructured region between two PDZ domains on Dlg5
PF16611	10	Unstructured region between RBD and GoLoco
PF16612	13	C-terminal unstructured region of RGS12
PF16613	15	Unstructured region of RGS12
PF16614	30	Unstructured region two on RhoGEF 6 and 7
PF16615	26	Unstructured region one on RhoGEF 6 and 7
PF16616	23	Unstructured region on Polyhomeotic-like protein 1 and 2
PF16617	13	Intersectin and clathrin adaptor AP2 binding region
PF16618	18	Linker region between SH3 and WW domains on ARHGAP12
PF16619	12	Unstructured region C-term to UIM in Ataxin3
PF16620	8	Unstructured linker between I-set domains 2 and 3 on MYLCK
PF16621	13	SH3 terminal domain of 2nd SH3 on Neutrophil cytosol factor 1
PF16622	208	zinc-finger C2H2-type
PF16623	14	Unstructured linker region between on GAS7 protein
PF16624	12	Unstructured region upstream of a zinc-finger
PF16625	8	Unstructured linking region I-set and fnIII on Brother of CDO
PF16626	6	Linking region between Kunitz_BPTI and I-set on papilin
PF16627	8	Unstructured region between BRX_N and BRX domain
PF16628	1	Unstructured region on maltose acetyltransferase
PF16629	27	Armadillo-associated region on APC
PF16630	10	Unstructured region on APC between 1st and 2nd catenin-bdg motifs
PF16631	10	Unstructured region 4 on terminal uridylyltransferase 7
PF16632	32	C-terminal region of Caskin
PF16633	10	Unstructured region on APC between 1st two creatine-rich regions
PF16634	10	Unstructured region on APC between APC_crr and SAMP
PF16635	10	Unstructured region on APC between SAMP and APC_crr
PF16636	10	Unstructured region on APC between APC_crr regions 5 and 6
PF16637	10	Putative zinc-finger between two C2H2 zinc-fingers on Patz
PF16638	12	Unstructured region on methyltransferase between zinc-fingers
PF16639	6	Apocytochrome F, N-terminal
PF16641	53	CLIP1 zinc knuckle
PF16642	14	Unstructured region on Potassium channel subunit alpha KvLQT2
PF16643	2	Unstructured region on cNMP-binding protein
PF16644	41	Regulatory region of Na+/H+ exchanger NHE binds to calmodulin
PF16646	28	Axin-1 tankyrase binding domain
PF16647	9	Granulocyte colony-stimulating factor
PF16648	11	Unstructured region on Calpain-3
PF16649	8	Interleukin 23 subunit alpha
PF16650	7	Unstructured region on SPEG complex protein
PF16652	52	Pleckstrin homology domain
PF16653	52	Saccharopine dehydrogenase C-terminal domain
PF16655	6	PhoD-like phosphatase, N-terminal domain
PF16656	232	Purple acid Phosphatase, N-terminal domain
PF16657	1	Maltogenic Amylase, C-terminal domain
PF16658	3	Class II release factor RF3, C-terminal domain
PF16660	9	PHD finger protein 20-like protein 1
PF16661	136	Metallo-beta-lactamase superfamily domain
PF16662	27	FLYWCH-type zinc finger-containing protein 1
PF16663	28	Unstructured region on MAGI
PF16664	31	Unstructured on SH3 and cysteine-rich domain-containing protein 2
PF16665	35	Unstructured region on nuclear receptor coactivator protein
PF16666	15	Unstructured region on MAGI
PF16667	11	Unstructured region 10 on multiple PDZ protein
PF16669	29	Tetratricopeptide repeat protein 5 OB fold domain
PF16672	25	Ragulator complex protein LAMTOR5
PF16673	35	TNF receptor-associated factor BIRC3 binding domain
PF16674	21	N-terminal of ubiquitin carboxyl-terminal hydrolase 37
PF16675	45	KIX-binding domain of forkhead box O, CR2
PF16676	54	Transactivation domain of FOXO protein family
PF16678	25	HOIP UBA domain pair
PF16679	39	DNA replication factor Cdt1 C-terminal domain
PF16680	17	T-cell surface glycoprotein CD3 delta chain
PF16681	10	Ig-like domain on T-cell surface glycoprotein CD3 epsilon chain
PF16682	21	CXC domain of E3 ubiquitin-protein ligase MSL2
PF16683	63	Transglutaminase elicitor
PF16685	20	zinc RING finger of MSL2
PF16686	27	ssDNA-binding domain of telomere protection protein
PF16687	23	beta-propeller of ELYS nucleoporin
PF16689	20	Coiled-coil N-terminus of APC, dimerisation domain
PF16690	23	Methylmalonic aciduria and homocystinuria type C family
PF16692	25	Folliculin C-terminal domain
PF16696	19	Zinc finger FYVE domain-containing protein 21 C-terminus
PF16697	7	Inner membrane component of T3SS, cytoplasmic domain
PF16698	28	Membrane-proximal domain, switch, for ADAM17
PF16699	27	Cleavage stimulation factor subunit 1, dimerisation domain
PF16700	12	Synphilin-1 alpha-Synuclein-binding domain
PF16704	21	Rab binding domain
PF16705	17	NUDIX, or N-terminal NPxY motif-rich,  region of KRIT
PF16706	15	Izumo-like Immunoglobulin domain
PF16709	17	Ig domain of plant-specific actin-binding protein
PF16711	13	Actin-binding domain of plant-specific actin-binding protein
PF16712	13	Coiled-coil regions of plant-specific actin-binding protein
PF16714	2	Tyrosyl-tRNA synthetase C-terminal domain
PF16715	3	Cyclodipeptide synthase
PF16716	8	Bone marrow stromal antigen 2
PF16717	31	Ribosome-associated complex head domain
PF16719	20	SAWADEE domain
PF16721	46	Zinc-finger like, probable DNA-binding
PF16725	27	Nucleolin binding domain
PF16726	12	Inositol polyphosphate 5-phosphatase clathrin binding domain
PF16727	26	DNA repair protein REV1 C-terminal domain
PF16735	19	Unconventional myosin-X coiled coil domain
PF16737	20	PHD finger protein 12 MRG binding domain
PF16739	69	Caspase recruitment domain
PF16740	22	Spindle and kinetochore-associated protein 2
PF16741	34	mRNA-decapping enzyme C-terminus
PF16742	16	N-terminus of interleukin 17 receptor D
PF16744	16	KIAA1045 RING finger
PF16746	258	BAR domain of APPL family
PF16748	12	Inscuteable LGN-binding domain
PF16752	35	Tubulin-specific chaperone C N-terminal domain
PF16754	3	Bacterial toxin homologue of phage lysozyme, C-term
PF16755	3	Nucleoporin or Nuclear pore complex subunit NUP214=Nup159
PF16756	14	Partner and localizer of BRCA2 WD40 domain
PF16757	63	Alpha-L-fucosidase C-terminal domain
PF16759	21	DNA ligase 3 BRCT domain
PF16760	43	Starch/carbohydrate-binding module (family 53)
PF16761	2	Transcription-silencing protein, cryptic loci regulator Clr2
PF16764	17	Sharpin PH domain
PF16766	11	Binding region of GANP to ENY2
PF16768	9	Nucleoporin homology of Germinal-centre associated nuclear protein
PF16769	25	MCM3AP domain of GANP
PF16770	83	Regulator of Ty1 transposition protein 107 BRCT domain
PF16771	2	Regulator of Ty1 transposition protein 107 BRCT domain
PF16772	9	Telomeric repeat-binding factor 2 Rap1-binding motif
PF16776	13	Type II inositol 1,4,5-trisphosphate 5-phosphatase PH domain
PF16780	14	AIMP2 lysyl-tRNA synthetase binding domain
PF16782	2	Nucleotide exchange factor SIL1
PF16783	13	FANCM to MHF binding domain
PF16787	12	Centromere DNA-binding protein complex CBF3 subunit, domain 2
PF16788	19	ATF-interacting protein binding domain
PF16791	16	Connexin 40 C-terminal domain
PF16794	31	Fibronectin-III type domain
PF16796	15	Microtubule binding
PF16797	6	Fungal kinase associated-1 domain
PF16799	8	C-terminal membrane-localisation domain of ion-channel, VCN1
PF16801	13	Dimerisation domain of Male-specific-Lethal 1
PF16803	6	Fe-S cluster assembly protein DRE2 N-terminus
PF16808	8	Coiled-coil N-terminus of cGMP-dependent protein kinase
PF16810	308	RXLR phytopathogen effector protein, Avirulence activity
PF16815	6	Protein HRI1
PF16818	2	Protein SLM4
PF16832	6	Erythroid krueppel-like transcription factor, transactivation 1
PF16833	6	Erythroid krueppel-like transcription factor, transactivation 2
PF16834	2	Shu complex component Csm2, DNA-binding
PF16835	43	Pre-mRNA-splicing factor SF3a complex subunit 2 (Prp11)
PF16836	2	Shu complex component Psy3, DNA-binding description
PF16837	46	Pre-mRNA-splicing factor SF3A3, of SF3a complex, Prp9
PF16839	6	Nematode antimicrobial peptide
PF16840	6	Actin-like protein 7A N-terminus
PF16842	5	Occluded RNA-recognition motif
PF16843	2	Binding domain to Get4 on Get5, Golgi to ER traffic protein
PF16845	80	Aspartic acid proteinase inhibitor
PF16846	2	Centromere DNA-binding protein complex CBF3 subunit B
PF16851	7	Stomagen
PF16853	2	Cell division control protein 13 N-terminus
PF16854	3	Vacuolar protein sorting-associated protein 53 C-terminus
PF16856	2	Cell division control protein 4 dimerisation domain
PF16858	41	Condensin II complex subunit CAP-H2 or CNDH2, C-term
PF16860	25	CHCH-CHCH-like Cx9C, IMS import disulfide relay-system,
PF16861	2	Carbamoyltransferase C-terminus
PF16862	4	Glycosyl hydrolase family 79 C-terminal beta domain
PF16863	162	N-terminal barrel of NtMGAM and CtMGAM, maltase-glucoamylase
PF16864	49	Dimerisation domain
PF16865	16	Glutathione S-transferase, C-terminal domain
PF16866	49	PHD-finger
PF16869	20	PF16858
PF16870	111	2-oxoglutarate dehydrogenase C-terminal
PF16871	2	Domain of unknown function (DUF5077)
PF16872	1	Putative phage abortive infection protein
PF16874	2	Glycosyl hydrolase family 36 C-terminal domain
PF16875	2	Glycosyl hydrolase family 36 N-terminal domain
PF16876	64	Lipin/Ned1/Smp2 multi-domain protein middle domain
PF16878	124	Transcriptional regulator, SIX1, N-terminal SD domain
PF16879	75	C-terminal domain of Sin3a protein
PF16880	106	N-terminal EH-domain containing protein
PF16881	53	N-terminal domain of lipoyl synthase of Radical_SAM family
PF16884	114	N-terminal domain of oxidoreductase
PF16885	61	Voltage-gated calcium channel subunit alpha, C-term
PF16886	56	ATPsynthase alpha/beta subunit N-term extension
PF16891	150	Serine-threonine protein phosphatase N-terminal domain
PF16892	6	Chitin biosynthesis protein CHS5 N-terminus
PF16893	6	Fibronectin type III domain
PF16897	89	C-terminal region of MMR_HSR1 domain
PF16898	73	C-terminal associated domain of TOPRIM
PF16899	63	Cyclin C-terminal domain
PF16900	104	Replication protein A OB domain
PF16901	53	C-terminal domain of alpha-glycerophosphate oxidase
PF16903	1	Major capsid protein N-terminus
PF16905	169	Voltage-dependent L-type calcium channel, IQ-associated
PF16906	60	Ribosomal proteins L26 eukaryotic, L24P archaeal
PF16907	27	Proline rich region of Caskin proteins
PF16908	163	Vacuolar sorting-associated protein 13, N-terminal
PF16909	168	Vacuolar-sorting-associated 13 protein C-terminal
PF16910	153	Repeating coiled region of VPS13
PF16912	3	Glucose dehydrogenase C-terminus
PF16913	70	Purine nucleobase transmembrane transport
PF16916	78	Dimerisation domain of Zinc Transporter
PF16920	34	Tyrosine-protein kinase receptor C2 Ig-like domain
PF16921	23	Tex protein YqgF-like domain
PF16922	43	DNA replication complex GINS protein SLD5 C-terminus
PF16923	46	Glycosyl hydrolase family 63 N-terminal domain
PF16940	10	Chloroplast envelope transporter
PF16944	6	Fungal potassium channel
PF16952	1	Glutamine synthetase N-terminal domain
PF16953	57	Protein-only RNase P
PF16954	40	Haem-transporter, endosomal/lysosomal, haem-responsive gene
PF16958	2	Pre-mRNA-splicing factor PRP9 N-terminus
PF16959	26	Renal amino acid transporter
PF16965	2	Ceramide synthase regulator
PF16969	52	RNA-binding signal recognition particle 68
PF16972	20	Na+ channel auxiliary subunit TipE
PF16974	11	High-affinity nitrate transporter accessory
PF16975	34	Ly6/PLAUR domain-containing protein 6, Lypd6
PF16977	28	C-terminal domain of apextrin
PF16978	36	SAPK-interacting protein 1 (Sin1), middle CRIM domain
PF16979	33	SAPK-interacting protein 1 (Sin1), Pleckstrin-homology
PF16983	42	Molybdate transporter of MFS superfamily
PF16984	11	Group 7 allergen
PF16987	61	KIX domain
PF16988	4	Vacuolar protein sorting 36 NZF-N zinc-finger domain
PF16991	2	Sir4 SID domain
PF16994	10	Glycosyl-transferase family 4
PF16997	2	Wap1 domain
PF17004	40	Putative TPR-like repeat
PF17010	1	Domain of unknown function (DUF5092)
PF17017	1	Aberrant zinc-finger
PF17032	7	zinc-ribbon family
PF17034	35	Zinc-ribbon like family
PF17035	150	Bromodomain extra-terminal - transcription regulation
PF17039	334	Fucosyltransferase, N-terminal
PF17042	7	Nucleotide-binding C-terminal domain
PF17043	1	Mating type protein 1-1-2 of unknown function
PF17045	26	Centrosomal protein of 63 kDa
PF17046	2	SesB domain on fungal death-pathway protein
PF17047	118	Synaptotagmin-like mitochondrial-lipid-binding domain
PF17048	65	Neutral/alkaline non-lysosomal ceramidase, C-terminal
PF17049	2	ATPase expression protein 1
PF17050	5	Altered inheritance of mitochondria 5
PF17051	2	Cytochrome C oxidase assembly factor 2
PF17052	2	Cap associated factor
PF17053	2	Genetic interactor of prohibitin 5
PF17054	23	Microtubule-Associated protein Jupiter
PF17056	2	Killer toxin-resistance protein 1
PF17058	3	Mitochondrial biogenesis regulation protein 1
PF17060	2	Monopolar spindle protein 2
PF17061	11	PARM
PF17062	2	Outer spore wall 5
PF17064	18	Sleepless protein
PF17065	17	Putative cytokine, C6ORF120
PF17066	14	RBPJ-interacting and tubulin associated protein
PF17067	10	Ribosomal protein S31e
PF17068	2	Required for respiratory growth protein 8 mitochondrial
PF17069	21	Arginine/Serine-Rich protein 1
PF17070	1	30S ribosomal protein Thx
PF17075	2	Regular of rDNA transcription protein 14
PF17076	4	SBE2, cell-wall formation
PF17077	2	Mitotic spindle associated protein SHE1
PF17078	4	SWI5-dependent HO expression protein 3
PF17079	1	Male-specific protein scotti
PF17081	2	Suppressor of PMA 1-7 protein
PF17082	2	Spindle Pole Component 29
PF17083	1	Nucleolar protein Swm2
PF17084	3	Topoisomerase I damage affected protein 11
PF17085	12	Unique cartilage matrix associated protein
PF17095	51	Spectrin-binding region of Ca2+-Calmodulin
PF17096	2	Altered inheritance of mitochondria protein 3
PF17097	2	Spindle pole body component
PF17098	32	WTAP/Mum2p family
PF17100	1	N-terminal domain of NWD NACHT-NTPase
PF17101	52	Stealth protein CR1, conserved region 1
PF17102	57	Stealth protein CR3, conserved region 3
PF17103	46	Stealth protein CR4, conserved region 4
PF17104	5	Domain of unknown function (DUF5102)
PF17105	33	C-terminal domain of bromodomain protein 4
PF17107	1	N-terminal domain on NACHT_NTPase and P-loop NTPases
PF17109	5	fungal STAND N-terminal Goodbye domain
PF17110	6	Subunit 11 of the general transcription factor TFIIH
PF17111	7	Fungal N-terminal domain of STAND proteins
PF17112	3	Mitochondrial import receptor subunit Tom6, fungal
PF17114	2	Gef2-related medial cortical node protein Nod1
PF17119	4	Mitochondrial protein up-regulated during meiosis
PF17120	44	Zinc-ribbon, C4HC2 type
PF17121	26	Zinc finger, C3HC4 type (RING finger)
PF17122	6	Zinc-finger
PF17123	89	RING-like zinc finger
PF17124	3	ThiJ/PfpI family-like
PF17125	48	N-terminal domain of 16S rRNA methyltransferase RsmF
PF17135	57	Ribosomal protein 60S L18 and 50S L18e
PF17136	49	Ribosomal proteins 50S L24/mitochondrial 39S L24
PF17137	21	Domain of unknown function (DUF5110)
PF17144	63	Ribosomal large subunit proteins 60S L5, and 50S L18
PF17146	46	PIN domain of ribonuclease
PF17147	7	Pyruvate:ferredoxin oxidoreductase core domain II
PF17148	3	Domain of unknown function (DUF5117)
PF17167	1	Glycosyl hydrolase 36 superfamily, catalytic domain
PF17168	13	Domain of unknown function (DUF5127)
PF17169	20	MIT domain of nuclear receptor-binding factor 2
PF17170	50	6-bladed beta-propeller
PF17171	163	Glutathione S-transferase, C-terminal domain
PF17172	93	Glutathione S-transferase N-terminal domain
PF17175	23	Modulator of levamisole receptor-1
PF17177	177	Pentacotripeptide-repeat region of PRORP
PF17180	38	Zinc-binding domain
PF17181	52	Epidermal patterning factor proteins
PF17182	2	OSK domain
PF17183	2	Get5 carboxyl domain
PF17184	16	Rit1 N-terminal domain
PF17186	2	Lipocalin-like domain
PF17187	10	Svf1-like C-terminal lipocalin-like domain
PF17188	1	MucB/RseB C-terminal domain
PF17189	73	Glycosyl hydrolase family 30 beta sandwich domain
PF17191	1	RecG wedge domain
PF17204	4	Sid-5 family
PF17205	122	Integrin plexin domain
PF17207	348	MCM OB domain
PF17208	43	RNA binding Region
PF17210	110	SdrD B-like domain
PF17211	15	VHL box domain
PF17213	21	Hydin Adenylate kinase-like domain
PF17215	54	S1 domain
PF17216	85	Rrp44-like cold shock domain
PF17217	75	UPA domain
PF17218	79	CBX family C-terminal motif
PF17219	34	Yaf2/RYBP C-terminal binding motif
PF17220	1	Protein of unknown function (DUF5137)
PF17221	17	COMMD1 N-terminal domain
PF17223	6	Cuticle protein CPCFC
PF17226	50	MTA R1 domain
